repo	status	prismaModels	ourModels	prismaFks	ourFks	disagreements	detail
tayyabmushtaq15/rice-link-testing-system	missing-file						
kazelus/rippa	missing-file						
RAYDENFLY/Arteria-Online-MMORPG	missing-file						
laknes/AmadehPack	missing-file						
masnasri-a/web-builder	missing-file						
DCRalph/302-fpa	missing-file						
Kai-sijimi/techtrendtracker	missing-file						
JasonOoPZ/Bureau21	missing-file						
DevyRuxpin/sacred-treasures-ecommerce	missing-file						
babul0000/onwear-server	missing-file						
crocknestclub-svg/Crocknestclub	missing-file						
lucifer-kj/haircrew-app	missing-file						
nhathuybs/ttgs-nhat-huy	missing-file						
AzizVerse/ESG_Credit	missing-file						
Prince-devC/mcc	missing-file						
OvasisGroup/ageing	missing-file						
HamdeeNaseng/progress-note	missing-file						
yashpatoliya14/service-request-ms	missing-file						
NitinChaudhary2907/Quick-Clinic	missing-file						
Jijots/dental-clinic-system	missing-file						
ThomasCortes11/Litigo	missing-file						
Hayzedid/HAID-LMS-BACKEND	missing-file						
abhimanyujangid/next_arti	missing-file						
thoufeeque22/directly.social	missing-file						
codywd/KitchenAlmanac	missing-file						
Asif259/barivara-api	missing-file						
Fthzx20/malazscans	missing-file						
Joubertjr/ioc-esg-municipal	missing-file						
engraya/student-management-api	missing-file						
husomanovic/morph	missing-file						
Sujal12345-pheoniix/Gupta_Mobile_centre	missing-file						
AbuRashad/personal_AI	missing-file						
sumit-prajapat/JobApply.AI	missing-file						
Kunal874/online-judge-v3	missing-file						
sepehren/sepehren	missing-file						
Pushkar524/CMP	missing-file						
noothiakshith/NexisERP	missing-file						
yositakae/SE_KPS_68_8	missing-file						
hatause/team-ENERGO	missing-file						
hatause/hakaton	missing-file						
hatause/AiTutor	missing-file						
quangtiss/BKProjectFlow	missing-file						
cobibean/weatherb	missing-file						
AlexandreAlface/Bibliotecario	missing-file						
maratron-ai/maratron-monorepo	missing-file						
lkuich/sarge	missing-file						
Hyun-Kim95/stock-monitoring	missing-file						
AnibalZuletaDuoc/ElAlmendro	missing-file						
Bin291/bill-stones	missing-file						
JozefKovalcin/sportbuddy-fullstack-ai	missing-file						
Clotho-s-Thread/clothosThread	missing-file						
Tarqa-Ai/swaraj-client	missing-file						
firsthunter/whiteboard	missing-file						
oldgraybuzzard/care-access	missing-file						
sunjidferdous/Academia-Last-backup	missing-file						
thapasushanta980-stack/Yutidigitalsolution	missing-file						
harshsinha-12/rzpy-agent	missing-file						
RohitBedwal/clothing-brand	missing-file						
marielbreuer/CalendarLand	missing-file						
Gogmago/saas_test	missing-file						
chefjaxon/menu-generator	missing-file						
Arijmhjb/Esprit-FullStackJs-4twin4-2526-MediFollow	missing-file						
sharad1996/agency-lead-generator	missing-file						
devarajannv/Resonance	missing-file						
CouLiBaLy-B/personal-finance-app	missing-file						
umeriqbal633/route-ready-web-app-for-easy-travel-in-pakistan	missing-file						
umeriqbal633/Route_Ready_Web_App_for-_Easy_Travel_in_Pakistan	missing-file						
RedaAwwad/Food-Delivery	missing-file						
COZYkrish/KORTEX-AI-Personal-Knowledge-Assistant-AI-Second-Brain	missing-file						
varunaditya27/EduSynth	missing-file						
kbu-portal-init/kbu-hackathons	missing-file						
Sahnik0/odoo-hackathon-project	missing-file						
kingsmen732/umami_ip	missing-file						
stagsz/Selfassesment-app	missing-file						
WillieTheWhale/Blockd	missing-file						
kallyas/accm-next	missing-file						
skapyskar/gitgud	missing-file						
KalilovM/datamatrix	missing-file						
Abhayanthk/Achron	missing-file						
keymashorg/mine-trade	missing-file						
Olanoleon/English-Vocabulary	missing-file						
AnggaaIs/esia-pnp-v2	missing-file						
Ntnaza/DreamInschool	missing-file						
LAMs0/financial-command-center	missing-file						
kodaitipsndtrips-debug/SOUTHINDIANHOLIDAYSTRAVELCRMLIVE	missing-file						
mhowelltx/SatChit	missing-file						
ahmadfadhil621/e-kost	missing-file						
andikafahri/antarin-api	missing-file						
Garrottt/fono-app	missing-file						
kariakanaa-ops/cattle-api	missing-file						
SSkylar1/GPU-Market-Dashboard	missing-file						
PsymonSezArcedera/tikas	missing-file						
omaryasser-github/Heritage-Hub-Backend	missing-file						
albertovasquez/clientbilling	missing-file						
sdebaun/turnout-mvp	missing-file						
dominicplouffe/businessplanner	missing-file						
VanGoghCode/RBAC	missing-file						
Forked-Repos-ORG/food-Group-2-Team-1	missing-file						
AbdullahK1973/LaunchPilot	missing-file						
tucagg/CordonTR	missing-file						
moysesemanuel/dabi_agendai	missing-file						
nickgoel31/twj-lab-dashboard	missing-file						
EV-Charging-Station-UTH/ewallet-service	missing-file						
Susmita-Codes/Pravartak	missing-file						
RowdyKGZ/CarPool	missing-file						
ronams03/Agricultural-Management-system-with-IOT-Sensors	missing-file						
Nafiz001/allunipply	missing-file						
Rammanobi/Vid-s-clone	missing-file						
ZeeshanZk09/real-state-project	missing-file						
ethan-mne/wuw-app	missing-file						
tommynabo/SMS---Outreach	missing-file						
ramsey2004/radhikas-homekraft-2	missing-file						
Abhimanyu-Singh27/college-quiz-portal	missing-file						
Rohithpranov07/KodaiRateIQ	missing-file						
Andrewske/kg-memory-mcp	missing-file						
vitorduarteebb/horyzon	missing-file						
hitankshah/replylink	missing-file						
dnatew/AI-Contractor	missing-file						
smit-modi1/ApplyWise	missing-file						
0xmemu/ratio	missing-file						
orbeworks/portside	missing-file						
ejajmahmud/sys-typescript-auto-ledger	missing-file						
vthish/Auto-Ledger	missing-file						
Dhaval-0511/Smart-Restaurant-POS	missing-file						
Sinanrzk/SDLM	missing-file						
Ali-Tharwat8/BrainRush	missing-file						
Rohith0713/Website-sanjeevs-teamI	missing-file						
HariprasadNuttu/cricket_auction	missing-file						
DevenNirmal-109/VendorBridge	missing-file						
humblewebdev/health-tracker	missing-file						
deepak20510/trails	missing-file						
parnilV06/AssetFlow-Odoo_Hackathon	missing-file						
giangcr7/khkt	missing-file						
gabrielnadoncanada/saas-core-engine	missing-file						
vedantlahane/avalon	missing-file						
Anthorusse75/Hero-Wars-Alliance---MANAGER-Mirror	missing-file						
rehanansari102/EasyPay	missing-file						
amit7451/ace_ai	missing-file						
orbeworks/nexusbet	missing-file						
adiforyou/forgeai	missing-file						
Shadik286/TenantBackend	missing-file						
tiavinax17/JCI-backend	missing-file						
cyberspyde/multilevel-mock	missing-file						
Raiiynn/Areus	missing-file						
prasish07/subscription-service	missing-file						
anhleonard/attendance-app	missing-file						
ahmedtahseenkhan/medlog	missing-file						
MuhammedUsmanKhan/StudentManagementApp	missing-file						
Technoritesh152005/Dating_Web_App	missing-file						
M-F-Tushar/My-Portfolio	missing-file						
orionsheep/vibeedit	missing-file						
suprabhat15/marketing-platform	missing-file						
ltd-estacio/naf-contabil-antigo	missing-file						
freshkeepuh/freshkeep	missing-file						
kiro12102005/DevCurrent	missing-file						
Gustavo-Machado-Dutra/edu-track-ai-gustavo-dutra	missing-file						
Pray45/College-Buddy	missing-file						
stevesdiary/railflow	missing-file						
JamiuKolawole04/eshop	missing-file						
RuahMidbarSite/schools	missing-file						
LeslerJohn/CNHS-Student-Information-System	missing-file						
HimanshuTamoli24/ai-support-agent	missing-file						
deltagroupbrasil/scout	missing-file						
RoyElHelwe/dev_pulse	missing-file						
chrys-2002/Karhon	missing-file						
gb2026tim-gif/education_platform	missing-file						
edu-delahoz/gestionEmpleadosAyd2	missing-file						
ASHBA2801/TrackEdu	missing-file						
rush-limitless/lokagst	missing-file						
rohanjain1648/pocket	missing-file						
naufalnrsmitter20/tirai.id	missing-file						
saksham23467/vs-bansal-websitee	missing-file						
AihyperBot/FlexPool-Manager	missing-file						
FloP-maker/fuelos	missing-file						
Kaesene/int-tools	missing-file						
LivingWaterNetwork/lwn-website	missing-file						
gregsypek/InvestGuard	missing-file						
rexedge/trndzz	missing-file						
f4kesmile/lms	missing-file						
Shubhanshu1910/badminton-shuffler-api	missing-file						
Areufm/MallocMentor	missing-file						
mouad2-cpu/browser-games-platform	missing-file						
ywj3493/hhplus-e-commerce	missing-file						
ganeshxdandu/eastarise-aesthetics	missing-file						
Official-Krish/Weave	missing-file						
bogdansaipov/bmad	missing-file						
lumax90/business-brain-crm	missing-file						
100milG/ai-realty	missing-file						
vingoel26/Codefolio	missing-file						
marqprochat/ortho-ai-planner	missing-file						
siva3009/Nebula-Workspace-AI	missing-file						
PatilAvantika/Pbl-Final-Prj	missing-file						
rajeet-04/uni-grade-marking-system	missing-file						
raylanfranco/whos-next	missing-file						
MukeshG7172/appointment-management-system	missing-file						
salison595-bit/primestore	missing-file						
TheMLG/RentX	missing-file						
brayanYU27/reservationSystem	missing-file						
icewhipe/lotto-web	missing-file						
FTL-SED/SED-Capstone	missing-file						
Abdul-Wahab-Subhani/vendor-management-system	missing-file						
mkelam/titan-ai-fitness	missing-file						
akshhq/Guchhi	missing-file						
niresh-cpu/PROTOTYPEE	missing-file						
abdulrahman-sde/admin-dashboard	missing-file						
hovietmanh/Delivery_APP	missing-file						
paultarazona/aegis-lab	missing-file						
RockieRaheem/HarambeeOne	missing-file						
abdulrahman-sde/Dealport-Ecommerce-Admin-Dashboard-	missing-file						
farhankhalidkayani/POS-Inventory-System	missing-file						
akiyamahaa/nestjs-lms	missing-file						
lowkeylurker/libris	missing-file						
FranZarate1/PREDICTO	missing-file						
VincentAudette/PFE-ETS	missing-file						
dave-manufor/viralcue	missing-file						
aspiringx/namegame	missing-file						
christianagbotah/smgh	missing-file						
Mhirax/kudi-ai	missing-file						
Vitalisn4/NombaFlow	missing-file						
dndiaye66/echowork1.0	missing-file						
pjoshi999/cosmo-crystals-backend	missing-file						
Rajat-Bansal3/Logit-Gym	missing-file						
samuel-shift/cubby-v2	missing-file						
loraak/ticketinios-ms-tickets	missing-file						
Ayoub-Sakhi/smartcampus_backend	missing-file						
IvanRaketa/temnayakasta	missing-file						
Nirmit1705/HireSight	missing-file						
nguyenvantienBE/Web-restaurant	missing-file						
CodeCrafter-Hub/LearnAI_Academy	missing-file						
mathewdewstowe/nth-layer-portal	missing-file						
attunehq/attune	missing-file						
KLogicHQ/nats-console	missing-file						
srvjha/codewarriors	missing-file						
Drogonov/brewly-backend	missing-file						
sthiefaine/x-notif-tam	missing-file						
Haimanot25/dboard	missing-file						
EnrutApp/enrutapp-backend	missing-file						
H1ghBre4k3r/kiebex	missing-file						
ShuklaA11/Forge	missing-file						
readowl-labesof/readowl-project	missing-file						
orr-lab/rep-log	missing-file						
muwagunprecious/the-new-cycle	missing-file						
maornissan/gopizi	missing-file						
aabdelfattah/the-accountant	missing-file						
bendechrai/budget-tracker	missing-file						
aurimas464/multiplayer-deduction-game	missing-file						
srujandivakar/DCode	missing-file						
adityapartapsingh/Bail_Reckoner	missing-file						
eg1oria/hardgraph	missing-file						
Herman-Riah19/Artifex-app	missing-file						
Askari-codes/kabooki	missing-file						
carlosvidal/taita-api	missing-file						
podlaskialgorytm3/mathify	missing-file						
Ahmadalhomsi/quotation-app	missing-file						
light-87/PMR_app	missing-file						
ntquy123/API-BanCuli	missing-file						
fasi-44/Vayo-Aarogya	missing-file						
paulo1403/mca-makeup	missing-file						
RonakDarji1997/iptv	missing-file						
ArnaudGct/portfolio-nextjs	missing-file						
hafidzyami/GaneshaDCERT	missing-file						
saksham23467/vs-bansal-website	missing-file						
williampilger/fdc	missing-file						
sgoicocheav3-design/FinalAgile	missing-file						
yyi0708/wencai_scrapy	missing-file						
abhi15sep/personalised-gifts	missing-file						
Temporary-eduorg-name/akadverse.web.frontend	missing-file						
SHIVANSHU-TECH/taskforge	missing-file						
2799662352/shortdrama-mvp	missing-file						
apifNf/dealing	missing-file						
mohammedabidali1956/used_mobiles_website	missing-file						
pravin-gnanaolivu/daycrunch	missing-file						
Vedpalnitk/building-expenses-v1	missing-file						
ArshCypherZ/DrishtiMind	missing-file						
Bilal-Bast/GoDelivery-lb	missing-file						
Vinnnnce/iMedics	missing-file						
jacobhboy/school-wiki-archive	missing-file						
wuongg/AI_VOICE_RECEPTIONIST	missing-file						
Suissehide/MediSync	missing-file						
NevercomeX/Argonline	missing-file						
rprahul07/alumini-project	missing-file						
anany-9/HealthCore-Unthinkable-Solutions-Assignment-	missing-file						
ANSHSINGH5999/stello-finance	missing-file						
Naren1520/Shadow_Protocol	missing-file						
VishwanKothi/Logistics	missing-file						
Vell401/DevOps-Web	missing-file						
Srushti1427/distributed-job-scheduler	missing-file						
AbhiIED/Hostel360	missing-file						
farooq110/VTON	missing-file						
ibadsiddiqui/video-analytics-platform	missing-file						
Naajih09/Naajihplatform	missing-file						
ayorcodes/faxo	missing-file						
codyweb/SmallWorld	missing-file						
sidneyjfg/rivaltor	missing-file						
Hasintha01/smart-pos	missing-file						
codewithkin/tangabiz	missing-file						
saishiva0/Ride-Pooling	missing-file						
dillonmannion/functional-fantasy	missing-file						
dndiaye66/echowork	missing-file						
Rj-Aquino/Bus-Operations-System-Backend	missing-file						
nexorasistems22-glitch/aparato-backend	missing-file						
Abhijit-go/Shramsetu	missing-file						
ravindusenavirathna/Hayleys-PLC-Emp-Managment-System	missing-file						
ogabrielmacedo-dev/Burguer-Station	missing-file						
Yashwanth-N17/Team_Vortex	missing-file						
paradisebuilderstt-eng/ministry-manager	missing-file						
Ttenae/agrilink-ethiopia	missing-file						
ZahraGhanun/foodstore	missing-file						
Satarud3/Web_Math_Battle_Arena	missing-file						
AIESEC-LK/NLDS-26	missing-file						
Isaac1805BC/Event-Vision	missing-file						
jhamkee77/portafolio	missing-file						
moonarraa/Medly	missing-file						
axelg87/McpAgent	missing-file						
SujoySadhu/docker-practice	missing-file						
2060-io/2060.io-website	missing-file						
Wanderpsc/escola-estoque	missing-file						
amer-oun/fibreconnect	missing-file						
Linedev-Web/Weekloom	missing-file						
aaroncurtisyoga/aaroncurtisyoga.com	missing-file						
snordale/nba-playoff-game	missing-file						
aaditya63/eato	missing-file						
designdotdevanshu/twigg	missing-file						
karthikc911/cinevibe	missing-file						
itsfarrukhali/hb-apparel	missing-file						
cabindev/sobercheers	missing-file						
gbaup/stock-manager	missing-file						
DeemaAlothman/hospital-backend	missing-file						
alif-arrizqy/allboom-backend-api	missing-file						
ivannamelnykworkco-hash/cart-bundle-ivana	missing-file						
ManzanoW/synapse-ai	missing-file						
NureniJamiu/amatech-learning-hub	missing-file						
rohith547/commandcore	missing-file						
abutalha00iv/MicrobeVault	missing-file						
andresaya1986/cms-backend	missing-file						
kafi003/Axenyx	missing-file						
KZDNguyenThanh/webdev416	missing-file						
Portela03/fintrack	missing-file						
sjieys/MESH-HACKATHON-BACKEND	missing-file						
zaheer310301/support-hive-my-app-software-engineering-laboratory	missing-file						
Akash12Tyagi/future-education-web	missing-file						
piyushshahi01/XENOTECT	missing-file						
Amara1404/DevPulse	missing-file						
Dinitech2025/bnk2025	missing-file						
frank-froz/e-commerce-backend-express	missing-file						
nquesnel/calendar-booking-app	missing-file						
KAS-nano/838	missing-file						
olllayor/birgap-backend	missing-file						
vel190704/fde_assingment	missing-file						
pschlie1/scantient	missing-file						
Cebasbh/Backend_AstroTV	missing-file						
lioxyy/OptiRH	missing-file						
poetence/PointHacker	missing-file						
nassaigael/hff_project_monitor	missing-file						
jjgalindez/CronoPay	missing-file						
edwfr/zero-cento-project	missing-file						
jakebbass/Afilli	missing-file						
Ham12-3/linear-clone	missing-file						
RubizZ/VHUB	missing-file						
Josepolar/ADR-Autoparts-PB	missing-file						
mangpijasuan/olbos-design	missing-file						
HeitorNOC/auth-service	missing-file						
Brandon-Born/tessie-stats	missing-file						
johnsedofiadakey-hue/nexus-platform	missing-file						
DEPREMU/Utilities	missing-file						
starwalker12/trade-routes-link	missing-file						
Keerthivarman316/BringIt	missing-file						
sserkanyilmaz/budget	missing-file						
Akshay-tech18/DevPilot	missing-file						
ssrb-lab/cardssitebs	missing-file						
Adina-2707/dev-club-hub	missing-file						
Hmtgit7/booknear-app	missing-file						
anudeepadi/job-tracker	missing-file						
latimorelifelegacy25/latimore-hub	missing-file						
zheldonzevlag-lgtm/budolEcosystem	missing-file						
TheOwenSmith/Formulus	missing-file						
codewithkin/easypos	missing-file						
Kalingrud/XII-RPL-4_09_KALINGGA-PRABASWARA-NUGROHO	missing-file						
CASPERCODEING/workspace-68e6e24a-76ba-42d6-a9a4-3f4ae0d95b87	missing-file						
HSU-Makeus-Challenge-9th/Node.js	missing-file						
luongtrz/Ecommere	missing-file						
nguyen-tri-Cyber/phanbonshop	missing-file						
codeark35/agendify	missing-file						
jeyakrish3103/smart-spend	missing-file						
Padam7890/travel-mobil-app	missing-file						
chanduPrakashXgithub/Bajaj-integration-chandu	missing-file						
Pavi22835/College_Management	missing-file						
definIT-Solutions/manage-definit-com	missing-file						
khuong1201/flutter	missing-file						
jheype/monorepo-jigbot	missing-file						
loelmaansi/Data-Science	missing-file						
JoeRegnier/retiree-plan	missing-file						
cshs-keyeast/cshs-web	missing-file						
Hyunmin0602/community	missing-file						
zorothecoder00/espaceTravail	missing-file						
xebec51/UrLibrary	missing-file						
ManageActly/manageactly	missing-file						
sodiq-code/muse	missing-file						
Topaz-code/orbit-social	missing-file						
tranvanhieu20032001/Flow-desk-be	missing-file						
Agent-006/tarah	missing-file						
FolkiApp/backend	missing-file						
parwanto0807/project-ticket-maintenance	missing-file						
o-vuong/t3-kennel	missing-file						
Ntunga08/fyp_backend	missing-file						
OverflowDev/football	missing-file						
Abdelfatah10/Sihatek_Backend	missing-file						
CypherNinjaa/Amiphoria	missing-file						
LMCSInsight/LMCSInsight-back	missing-file						
SATWIKKKKK/urban-heat-classifier	missing-file						
Abhishek-gupta18/Skillora	missing-file						
Bahati-bk/policypulse	missing-file						
jabinenterprises/koito-ak-chaik	missing-file						
rkierner/openlicon	missing-file						
livetradingcoder/al-ai-fx	missing-file						
DanyaKulko/d-id-next	missing-file						
macjdavis4/DMS	missing-file						
CheesySpoon0/Basketball-Analytics	missing-file						
Apriiansh/dialog-kinerja-kpk	missing-file						
adolfonovais/bsb-garage	missing-file						
theycallmeigor/Thermoslim-Intel-Platform	missing-file						
ViniciusBelizario/TCC_ENG_AI	missing-file						
leedontbeshy/Learnityy	missing-file						
rickknd1/saas-L	missing-file						
JotaBarbosaDev/mourosBackV2	missing-file						
geniustep/SkillEngine	missing-file						
GabrielRC2/tcc_interclasse	missing-file						
AryanLuharuwala/collab	missing-file						
osaemedia/osae-backend	missing-file						
pablo-cruzbr/Fire-OS-Service-Order-SaaS	missing-file						
CryptoJym/ai-agent-village-monitor	missing-file						
Othmanebke/marketcommerce	missing-file						
Koretskyii/urban-civic-ecosystem	missing-file						
fredisbusy/agent-crossing	missing-file						
bloodygoodbloke/laser-and-3dprint-tracker	missing-file						
Himan-Barman/smart	missing-file						
sedky02/MoFin	missing-file						
weenahee04/polacare	missing-file						
tejasr7/2fakyc	missing-file						
Dishuu10/ai-lead-generator-pro	missing-file						
mibv-asquiro/My_Neighbourhood_logistics	missing-file						
Sagarchhikara/SkillSync_Ai	missing-file						
xxsoloxxleveling-sketch/Jadoon-Portal-Live	missing-file						
khushipatel-10/Synapse	missing-file						
Rejeb89/gn-2026	missing-file						
Manuel-Campoy/sistemamine_app	missing-file						
HarshSharma20050924/Aqualyn	missing-file						
Jimmymato/CogniPlay	missing-file						
SofianeSmoun/Fleet-manager-PRO-V1-	missing-file						
Trust-Axis-LMS/trust-axis-lms	missing-file						
shenguanqing/nexus-kb	missing-file						
otolis/DynamicResourceManagementEngine	missing-file						
hir3d-one/app	missing-file						
Tanupriya91/distributed-job-scheduler	missing-file						
kynexstudio/renmat-test-new	missing-file						
manvithkumar12/Fit-Meals	missing-file						
SoniaCorbin/Nomina-v3	missing-file						
vishesh-baghel/experiments	missing-file						
DeemaAlothman/my-api-platform	missing-file						
ayoshi27/cakaybox	missing-file						
mhizterpaul/dsa-mcq	missing-file						
callUsti/Fullstack-Notes-BrainBox-AI	missing-file						
dhruv-2015/video-streaming-platform	missing-file						
bosocmputer/Centrix-Platform	missing-file						
feeerraaan/mindmap	missing-file						
PaxinNobis/PW-Backend	missing-file						
devalexsantos/advlink	missing-file						
mukesh0911/invoice	missing-file						
youini07/old-clothes-app	missing-file						
Thiyanesh07/Team_Info_App	missing-file						
mohmtayham/lab_project	missing-file						
Alielh12/software	missing-file						
NuhDemir/language-app	missing-file						
slax-lab/slax-reader-api	missing-file						
mmtandoc/compounding-helper	missing-file						
rukonpro/Brand	missing-file						
SafetyMP/Professional-Service-Automation	missing-file						
AStA-TH-MANNHEIM/Ausleihsystem	missing-file						
fabwaseem/nextjs-portfolio-website	missing-file						
siqah/veribridge	missing-file						
celalAbaci/MahallePazarim	missing-file						
fever-ride/van-art-cine	missing-file						
White-D-coder/CANQURE	missing-file						
Naman12678/Novacare-platform	missing-file						
Chitransh31/Multi-Tenant-E-Commerce-Marketplace	missing-file						
afrozkhan346/RoseReview-AI	missing-file						
vakisialiou/quizlet	missing-file						
monirhabderabby/Biblioteca-Legal	missing-file						
ShivVk18/split-mates-backend	missing-file						
sonyvakode/Waste2Valueeee	missing-file						
andresguruceaga-ctrl/inmogest-pro	missing-file						
michelfopa-arch/LedgerKeys	missing-file						
ismaelstrey/orcamento	missing-file						
matrix29v-eventt/Campus_marketplace	missing-file						
alex-power/home_agent	missing-file						
alaqmarr/tastrading	missing-file						
emobarez/saifmasr	missing-file						
aravinth021004/Agri-Link	missing-file						
nmubeen/construct.shaoor-ai	missing-file						
fmaureirchile/web_dp_analysis	missing-file						
JouCristian/My-Web-nav	missing-file						
Forsaken-git/LOL-APP	missing-file						
VargavMishra/Email_automation	missing-file						
guigasprog/rpg	missing-file						
sheelhammy-glitch/sheelhammy	missing-file						
QuangVinh108/BE_EXE101	missing-file						
bn-hashi/techno-drone-system	missing-file						
Nayem707/Task_Backend_2026	missing-file						
Geowahaha/Suphancasting.com	missing-file						
Asmitshukl/Semicolon-Squad	missing-file						
macollipal/incidencias-app	missing-file						
trendingshop804-jpg/WAsaas	missing-file						
Sophie-l-l/capstone	missing-file						
tsuji-tomonori/diopside-v3	missing-file						
XiaoYu43002/one-by-one-teaching	missing-file						
yash151294/StockENT	missing-file						
rizzit17/seatzy	missing-file						
sebastiantixe-hub/sistema-whassap	missing-file						
owusuvictorjnr/Nasy-Perfume-Shop	missing-file						
noblesherman/Penncrest-Theater	missing-file						
isaacwerneck/lumas-models-hub	missing-file						
manohar-125/aps_business_suite	missing-file						
DrOksusu/v0-grid-transaction-backend	missing-file						
Team-3-Ynov/Chifoumi	missing-file						
amazing-makers/bot	missing-file						
obnofi/obnofi	missing-file						
OrganizeOS-HQ/websites-builder	missing-file						
Masterlimit360/maslim360-store	missing-file						
Kuldeep-bhadouriya/Eventrix	missing-file						
Dashsoap/qimen	missing-file						
Arropi/judolhunter	missing-file						
Simba256/EVFL	missing-file						
MIHAWKYTS/Psicoflow	missing-file						
YATHARTH-Sriv/hoverfinanceback	missing-file						
krixhyz/NPL	missing-file						
ffazz/paperpulse	missing-file						
aurorenad/reviveTech-backend	missing-file						
flaviancalin/rocourier	missing-file						
Raju1270/backend-cyxcel-app	missing-file						
ArthurVitor1489/Agua-Bele-Distribuidora	missing-file						
shahmdmahi15/music-distribution-platform	missing-file						
HADES-FAS/HADES-backend	missing-file						
Bigshow11-hub/Mikconnect	missing-file						
morningbeach/mb01	missing-file						
Osamafrahat/farmatia	missing-file						
Osamafrahat/car-rental	missing-file						
jams24/algoquest	missing-file						
donusumkapisi/DonusumKapisi	missing-file						
su-yongjian/Siming-Agent	missing-file						
Habiba04/ertekaa-procurement	missing-file						
amandhankare639-sketch/PriceCompare-Pro	missing-file						
bobby-sheng/aitestmind	missing-file						
fanmihua/fanstudio	missing-file						
0401lucky/narra-image	missing-file						
Princeton-HCI/opencourier-backend	missing-file						
unilei/aipan-netdisk-search	missing-file						
ORANGOPUS/ollo	missing-file						
algeriantechmakers/badir-core-web	missing-file						
mhumayunsaeed/Corvus	missing-file						
yuecao365/OfferCome	missing-file						
Ignition-World/ignition-pay	missing-file						
shadany7824/Bayshore_5	missing-file						
lunanoir21/Life-os-project	missing-file						
native-productions/retroz	missing-file						
nibbo-space/nibbo	missing-file						
HelpMeLeave/HML	missing-file						
leo-def/school-monitor	missing-file						
lolaelo-web/lolaelo-api	missing-file						
NiltonCarlosdawg/Kambaback	missing-file						
dnsxmrs/sjsfi-sis-student	missing-file						
Gopal562004/update_Gradify-ai_carrer_coach	missing-file						
4ankitgupta/restaurant-pos-backend	missing-file						
noerocks/E-accredit	missing-file						
JPmiles86/laurie-meiring-website	missing-file						
benco631/TumbaNet	missing-file						
utkarsh2004-07/diaasa	missing-file						
chen893/micro-gravity	missing-file						
sivaranjanik087-droid/CRM	missing-file						
zaynisop/whatsapp-business-platform	missing-file						
CitizenZM/hackersquad	missing-file						
nikhilakjoshi/casefor-self-flow	missing-file						
muhammadabidyasir139/synergy	missing-file						
Starbhein/techside-veterinary	missing-file						
SarthakMeher19/SecureSuite-Insurance-Policy-Management-Platform	missing-file						
DD-YY-SS/shareHouse	missing-file						
dcodesmith/hyre-api	missing-file						
maooghene/freshpoint	missing-file						
coadwithsohel/MD_JAWED_ENTERPRISES	missing-file						
princeagra21/nest-gps-listner	missing-file						
Audatic07/pesu-placement-tracker	missing-file						
ducksonmoon/x-sme	missing-file						
vasusharma-code/collegeerp	missing-file						
tiago1002bravy/bravy-zappfy-disparos-api	missing-file						
akanors-ventures/wathiqah	missing-file						
adrian-herscu/flight-club-wasp	missing-file						
MeghVyas3132/Zyphron-OSS	missing-file						
shaheryarali98/jtutors	missing-file						
abiolaogu/Adtech	missing-file						
tato09salm/llevalope	missing-file						
bodoinon/StudyBuddyMatch	missing-file						
venomvex/aura-docv1	missing-file						
AcadEvent/acadevent	missing-file						
Nithish-P90/liquor-management	missing-file						
OsmarSu/sio-proyect-sis	missing-file						
hikmetgulsesli/nakliye-crm	missing-file						
WebatlasDev/ScriptureSpotWebApp	missing-file						
md-hasan1/tournament-management-backend	missing-file						
akshayjadhav237237-cmd/CivicaX	missing-file						
khaledbashir/ownllm1	missing-file						
aagmannag/rento	missing-file						
jbillay/pe-investor-portal	missing-file						
abdulrahman-shawi/affllate	missing-file						
jammmin02/kotoba-loop	missing-file						
ingdia/edu-bridge-backend	missing-file						
Tianyi-boy/md-os-4	missing-file						
gregvandyne/odin-recipes	missing-file						
Gyp6/furniture.wholesale	missing-file						
yusufhoglu/betterEatBetter-server	missing-file						
Muddasir-Haider-Khan/ms.solutions	missing-file						
bamites1-sketch/lisan-platform	missing-file						
moozuk22/MyTeam	missing-file						
waicharikim/UJAMAA_DAO	missing-file						
devops1-cpu/lesson-flow	missing-file						
A1Kumari/lawAgent	missing-file						
QCCareerSchool-Org/crm-api-v4	missing-file						
Josephzinga/stackschool-monorepo	missing-file						
erabhijeetghosh28-lab/spinner	missing-file						
hambaar-app/backend	missing-file						
Alithiel31/ThyFollow	missing-file						
enoch3712/OfficePlane	missing-file						
dnsxmrs/sjsfi-sis-registrar	missing-file						
SATWIKKKKK/aaspass	missing-file						
JoelDirdam/project_admingestion_app	missing-file						
daniwells/Goshop_Course	missing-file						
Abhimanyu-Singh27/SevaSetu	missing-file						
deadlockorca/Toamhoanhao	missing-file						
nitingupta95/nudges	missing-file						
125639/ShiBei	missing-file						
ak1458/fatooralite	missing-file						
harsh-codess/GROW-AI	missing-file						
puneetdixit200/payment-settlement-system	missing-file						
Chihambakwep22/SMS	missing-file						
Venkey-doki/HostelManagementPortal	missing-file						
aliosayle/it-management-system	missing-file						
arifarman22/Learning-Management-System-LMS-	missing-file						
Nithish-P90/mv-software	missing-file						
GTKorea/ito	missing-file						
SradhaPatro/demo5	missing-file						
4ankitgupta/super-admin-backend	missing-file						
Johh4nn/Inventario-Infrastructura-backend	missing-file						
DSkillz/ProNet	missing-file						
agsa55/ShopAccounting	missing-file						
